3.34193302	1.4181
3.40964845	1.3421
3.48406418	1.2566
3.57249317	1.1786
3.66115448	1.1438
3.72379012	1.1471
3.70171755	1.186
3.60646894	1.2247
3.48636525	1.2571
3.3686042	1.2911
3.29116824	1.317
3.24375987	1.3294
3.23228268	1.3045
3.24955264	1.2577
3.29783984	1.1973
3.37390656	1.1444
3.47695504	1.1183
3.58915927	1.1227
3.66603954	1.1599
3.70512561	1.2154
3.71490746	1.2793
3.71596167	1.3394
3.70829638	1.384
3.6922221	1.4104
3.66881552	1.4061
3.65320558	1.379
3.64568138	1.3431
3.63949657	1.3002
3.61698697	1.2774
3.61177308	1.2696
3.61845666	1.287
3.61435203	1.3212
3.59648131	1.3542
3.57959903	1.3797
3.57409165	1.3936
3.56724141	1.391
3.56297437	1.374
3.55753633	1.3505
3.55755086	1.3326
3.54766812	1.3289
3.52706702	1.335
3.49819202	1.3469
3.46471231	1.3642
3.43851387	1.3855
3.4320195	1.3921
3.43487242	1.369
3.44738872	1.3207
3.44898893	1.2621
3.4465024	1.2069
3.44016652	1.1667
3.41206913	1.1388
3.34669763	1.1284
3.26781009	1.1418
3.22820848	1.1653
3.23206445	1.1958
3.28029779	1.2264
3.35781111	1.2341
3.4701961	1.2128
3.60587817	1.1851
3.72072588	1.1623
3.78091134	1.1517
3.77260782	1.1549
3.69343926	1.1927
3.58894118	1.2588
3.4973585	1.3307
3.43643522	1.3835
3.40436057	1.4115
3.40692777	1.4094
3.43803342	1.3846
3.48373723	1.3464
3.53735387	1.3219
3.56849207	1.326
3.55930097	1.3417
3.5009662	1.3696
3.42600755	1.3952
3.36029157	1.4168
3.30697504	1.4182
3.26055867	1.3981
3.23666995	1.3705
3.26109363	1.3041
3.3276092	1.2376
3.41467242	1.1904
3.49280958	1.1799
3.54393272	1.1966
3.55079767	1.2264
3.53380685	1.2592
3.5133084	1.2974
3.49789648	1.3353
3.49310726	1.3594
3.50244869	1.3472
3.51955541	1.2883
3.53806149	1.2108
3.57746596	1.1502
3.62234442	1.1109
3.65054232	1.0939
3.63454128	1.1021
3.59182702	1.134
3.54517724	1.1847
3.50535981	1.229
3.49589959	1.2546
3.5277347	1.2605
3.58737406	1.2489
3.65486398	1.2274
3.72285482	1.2086
3.77019849	1.1802
3.7603547	1.1625
3.68896255	1.1805
3.5946409	1.2371
3.51829582	1.3051
3.47140192	1.361
3.45492266	1.3859
3.46480269	1.3959
3.49374664	1.392
3.53914281	1.3689
3.59472697	1.3178
3.6315797	1.2641
3.62082757	1.2267
3.56581423	1.2193
3.500027	1.2339
3.44657589	1.2559
3.40747619	1.2641
3.39586431	1.2556
3.40103165	1.2358
3.42430196	1.1967
3.47498623	1.1304
3.51360364	1.0667
3.52962265	1.0276
3.51395024	1.038
3.47172999	1.0896
3.41808372	1.1566
3.37658666	1.2114
3.35968601	1.2348
3.36877104	1.2418
3.40963829	1.2294
3.48523704	1.1904
3.56477995	1.1242
3.60749881	1.0632
3.60918074	1.0288
3.58127992	1.0386
3.53674155	1.0716
3.47783058	1.1124
3.42297234	1.143
3.39929361	1.1636
3.42572411	1.1692
3.49689151	1.153
3.58927981	1.1086
3.67716228	1.0576
3.7333419	1.024
3.72258038	1.0274
3.65781456	1.0808
3.5799873	1.1569
3.51171852	1.2415
3.45719009	1.3241
3.42305604	1.3708
3.40911169	1.3794
3.43320578	1.3413
3.49464729	1.2608
3.58317402	1.1551
3.66465857	1.049
3.6887283	0.9805
3.6625351	0.9692
3.60528637	1.0165
3.5230668	1.0985
3.43492926	1.19
3.3630836	1.2518
3.32671421	1.278
3.32744812	1.2647
3.34587998	1.2215
3.37485021	1.1469
3.42335248	1.0613
3.4903469	0.9757
3.54935153	0.9256
3.58421254	0.9105
3.60006115	0.928
3.61324041	0.9645
3.61997619	1.0016
3.63641318	1.0421
3.66228932	1.0786
3.71534373	1.1032
3.77691163	1.1323
3.83356504	1.1534
3.85963238	1.1534
3.83325671	1.1371
3.77246205	1.1711
3.68347992	1.2486
3.5873618	1.3075
3.50585158	1.3441
3.46141327	1.3526
3.45807363	1.3351
3.49110599	1.2862
3.5362785	1.2227
3.55918745	1.16
3.5750268	1.1176
3.57110494	1.1218
3.54779006	1.1891
3.53477207	1.2952
3.49940183	1.4179
3.45951399	1.501
3.43394257	1.5317
3.43935518	1.518
3.47616238	1.4622
3.54879994	1.3169
3.63777708	0.9416
3.70019917	0.4242
3.75634359	0.2977
3.79858635	0.5393
3.75561977	1.0443
3.66298275	1.2203
3.58185086	1.2984
3.52077756	1.337
3.49239638	1.333
3.48747305	1.2792
3.50410544	1.1894
3.5409249	1.1135
3.60204594	1.0665
3.63784469	1.0513
3.6287285	1.065
3.5843055	1.1234
3.52863362	1.1993
3.47056266	1.2837
3.43701582	1.3535
3.43501962	1.3881
3.47342897	1.3662
3.5558811	1.286
3.663585	1.2001
3.75741752	1.1468
3.77490079	1.1542
3.7177904	1.1864
3.62922826	1.256
3.52986926	1.3443
3.44746533	1.4101
3.4067108	1.4395
3.41158332	1.4297
3.47418443	1.3534
3.59543337	1.2434
3.74717931	1.1457
3.85807846	1.0729
3.84955708	1.0566
3.73575617	1.0726
3.57923451	1.1293
3.44485057	1.2044
3.35574255	1.2656
3.30393008	1.2877
3.29442164	1.2538
3.33344048	1.1758
3.44552331	1.0569
3.63677474	0.9351
3.8487994	0.8498
3.95939255	0.8279
3.94928377	0.8551
3.82834001	0.9248
3.69266189	1.0113
3.58016356	1.0819
3.51856551	1.1202
3.51174177	1.1283
3.55949056	1.1015
3.65553062	1.0442
3.7803309	0.9778
3.89700071	0.9284
3.95442855	0.9033
3.90060079	0.9137
3.7614069	0.9451
3.58826455	0.9935
3.45522572	1.0353
3.37127493	1.0653
3.34574883	1.0874
3.38332981	1.0745
3.47369878	1.0488
3.58192818	1.0375
3.666617	1.0574
3.66757986	1.1059
3.57197513	1.1844
3.43328052	1.2868
3.31922135	1.3921
3.25780051	1.4615
3.23875751	1.4817
3.25153814	1.4555
3.29570719	1.3913
3.38643204	1.3025
3.50721672	1.2151
3.62591955	1.131
3.68710807	1.0685
3.6569974	1.0557
3.53474252	1.0983
3.39661699	1.1797
3.29959547	1.2712
3.25048315	1.3391
3.25400871	1.3549
3.30743467	1.3286
3.39765258	1.2697
3.498651	1.1976
3.58990311	1.1412
3.64600849	1.1219
3.64847095	1.1485
3.58360389	1.2159
3.48879939	1.2969
3.39356029	1.3624
3.3336939	1.4234
3.32505946	1.4578
3.36977769	1.4347
3.46464827	1.3531
3.58534987	1.2703
3.70303126	1.2214
3.77214215	1.2107
3.75912868	1.228
3.67608959	1.2453
3.53131924	1.2688
3.3838613	1.3015
3.29547541	1.3386
3.28787243	1.3536
3.34000707	1.348
3.42847106	1.3145
3.53732579	1.2752
3.65597741	1.2391
3.73339859	1.249
3.73465202	1.2887
3.67015308	1.3323
3.57102037	1.374
3.47521306	1.4182
3.41358186	1.4442
3.40126686	1.4207
3.4434583	1.3594
3.53682795	1.2774
3.65532009	1.2056
3.74581451	1.1708
3.79202242	1.1705
3.76065315	1.2007
3.67258501	1.2501
3.55942244	1.3184
3.45291635	1.3956
3.37430809	1.439
3.33037501	1.4231
3.33099791	1.3553
3.38650946	1.2457
3.50202363	1.1267
3.63923312	1.0376
3.76019913	1.0027
3.82854855	1.0077
3.81239266	1.0462
3.73886079	1.1167
3.64301976	1.2425
3.5728203	1.375
3.54351842	1.4473
3.55649133	1.4579
3.59766418	1.4328
3.65629321	1.365
3.70294917	1.269
3.73222106	1.1834
3.72433963	1.1372
3.66153668	1.1236
3.55016529	1.1524
3.45357098	1.2094
3.40580284	1.2694
3.40871325	1.297
3.44603463	1.2991
3.50242385	1.2779
3.55809788	1.2452
3.61433811	1.2111
3.66100097	1.1739
3.66999016	1.1584
3.63945313	1.1787
3.60752818	1.2387
3.59412961	1.3303
3.5945441	1.4079
3.59652124	1.4524
3.61965746	1.4398
3.67919946	1.3782
3.77311205	1.2948
3.88186263	1.2123
3.9448689	1.1535
3.95427849	1.1157
3.893611	1.117
3.78582035	1.1556
3.66729297	1.2033
3.55284462	1.2499
3.48363989	1.2856
3.49435785	1.2926
3.58101771	1.2743
3.7239197	1.2349
3.89192198	1.1854
4.00013904	1.1621
3.99042545	1.1864
3.86873047	1.2616
3.69035674	1.3531
3.5480331	1.4113
3.46138847	1.4203
3.42441538	1.3882
3.42779389	1.3354
3.45449918	1.2673
3.5116956	1.1878
3.60381885	1.1137
3.70830766	1.0865
3.75454882	1.1292
3.70306674	1.2335
3.59097664	1.3661
3.48156258	1.4728
3.4199617	1.5155
3.40540633	1.502
3.4283897	1.4502
3.46060623	1.3677
3.50032732	1.272
3.55313465	1.1886
3.62294135	1.1371
3.661381	1.1561
3.66129121	1.2268
3.62333191	1.3164
3.56545868	1.383
3.5228748	1.4041
3.49909547	1.3819
3.49296438	1.3188
3.50117045	1.2116
3.5300624	1.0969
3.59042857	1.0202
3.65104635	1.0086
3.67036066	1.0593
3.63721323	1.161
3.57946679	1.2732
3.50188407	1.3688
3.43050865	1.4308
3.38179947	1.4565
3.3784063	1.4265
3.41924091	1.3524
3.48529587	1.2539
3.54118271	1.174
3.56242555	1.1294
3.56152053	1.1316
3.5512098	1.1745
3.52800934	1.2336
3.49613035	1.2871
3.47359437	1.3378
3.47609326	1.3672
3.50980737	1.3653
3.57448561	1.3327
3.63463659	1.2835
3.65102752	1.2462
3.61497137	1.2267
3.54523828	1.2378
3.4716899	1.274
3.41263997	1.3284
3.37400699	1.3756
3.3671349	1.4031
3.39831222	1.4003
3.46686226	1.3632
3.56692952	1.3077
3.6577937	1.2534
3.70538103	1.2123
3.69646111	1.205
3.65660071	1.2406
3.6079405	1.3032
3.55476658	1.3809
3.50489286	1.4453
3.48577822	1.4701
3.50695972	1.4535
3.56009683	1.396
3.63864369	1.3097
3.72930163	1.2426
3.81321187	1.2182
3.8313573	1.2289
3.78084497	1.2593
3.67500562	1.3257
3.5647207	1.4037
3.47957086	1.4675
3.42977308	1.5
3.41899727	1.4784
3.44263564	1.4132
3.50425393	1.3261
